HouseID,Street,City,State,Zip,Lat,Lon,TotalPrice
373,2308 93rd St,Lubbock,Texas,79423,33.510678,-101.8659973,116535
374,2314 99th St,Lubbock,Texas,79423,33.504358,-101.8669968,109735
375,1207 Hyden Ave,Lubbock,Texas,79416,33.584535,-101.9469986,118660
376,1104 Lasalle Ave,Lubbock,Texas,79416,33.583981,-101.9550018,98005
377,3136 75th St,Lubbock,Texas,79423,33.526119,-101.8830032,122740
378,6811 Peoria Ave,Lubbock,Texas,79413,33.53209,-101.9020004,373320
379,8101 Topeka Ave,Lubbock,Texas,79424,33.521429,-101.9120026,248965
380,3905 97th St,Lubbock,Texas,79423,33.506655,-101.8980026,173825
381,6537 37th St,Lubbock,Texas,79407,33.569595,-101.947998,139570
382,1924 99th Place,Lubbock,Texas,79423,33.5153,-101.8830032,154714
383,2204 99th St,Lubbock,Texas,79423,33.504359,-101.8639984,138460
384,3713 45th St,Lubbock,Texas,79413,33.553036,-101.8960037,137944
385,3308 55th St,Lubbock,Texas,79413,33.544615,-101.8860016,230824
387,5403 68th St,Lubbock,Texas,79424,33.532322,-101.9300003,164948
388,2210 99th St,Lubbock,Texas,79423,33.50436,-101.8649979,135024
390,6108 22nd St,Lubbock,Texas,79407,33.574567,-101.9489975,104922
392,3207 31st St,Lubbock,Texas,79410,33.565914,-101.8840027,188964
393,4912 94th St,Lubbock,Texas,79424,33.508871,-101.9179993,273615
394,4201 88th St,Lubbock,Texas,79423,33.513244,-101.9020004,365661
395,4717 22nd St,Lubbock,Texas,79407,33.573376,-101.9169998,247428
396,2516 29th St,Lubbock,Texas,79410,33.568296,-101.8720016,129630
397,4808 Itasca St,Lubbock,Texas,79416,33.610406,-101.9150009,144072
400,5523 109th St,Lubbock,Texas,79424,33.522541,-101.927002,142854
401,6206 15th St,Lubbock,Texas,79416,33.582411,-101.9509964,108680
402,4808 78th St,Lubbock,Texas,79424,33.524011,-101.9150009,265496
403,4501 89th St,Lubbock,Texas,79424,33.512383,-101.9089966,480744
404,8307 Elgin Ave,Lubbock,Texas,79423,33.518284,-101.8779984,133672
406,5324 84th St,Lubbock,Texas,79424,33.517253,-101.9290009,150216
407,8214 Colton Ave,Lubbock,Texas,79424,33.518543,-101.9329987,246488
408,5324 84th St,Lubbock,Texas,79424,33.517253,-101.9290009,238216
409,2310 99th St,Lubbock,Texas,79423,33.50436,-101.8669968,145515
410,2305 99th St,Lubbock,Texas,79423,33.503907,-101.8659973,145515
411,2307 100th St,Lubbock,Texas,79423,33.503076,-101.8659973,179157
413,2608 24th St,Lubbock,Texas,79410,33.572918,-101.8730011,91670
414,4301 96th St,Lubbock,Texas,79423,33.507317,-101.9029999,300108
415,106 N York Ave,Lubbock,Texas,79416,33.5974,-101.9199982,165184
416,9403 Miami Ave,Lubbock,Texas,79423,33.509091,-101.8980026,249734
417,4301 96th St,Lubbock,Texas,79423,33.507317,-101.9029999,300108
420,5525 109th St,Lubbock,Texas,79424,33.522541,-101.927002,137505
421,4001 76th St,Lubbock,Texas,79423,33.525144,-101.9029999,398160
422,4802 84th St,Lubbock,Texas,79424,33.517832,-101.9140015,228870
423,4711 96th St,Lubbock,Texas,79424,33.506817,-101.913002,328860
424,3903 97th St,Lubbock,Texas,79423,33.506684,-101.8980026,183600
425,8402 Fremont Ave,Lubbock,Texas,79423,33.517176,-101.8820038,134280
426,4515 20th St,Lubbock,Texas,79407,33.576053,-101.9100037,300240
427,6817 Saratoga Ave,Lubbock,Texas,79424,33.528578,-101.9700012,691740
428,9402 Miami Ave,Lubbock,Texas,79423,33.506779,-101.8779984,256140
429,8101 Topeka Ave,Lubbock,Texas,79424,33.521429,-101.9120026,263610
430,3717 103rd St,Lubbock,Texas,79423,33.500783,-101.8960037,126000
431,2519 109th St,Lubbock,Texas,79423,33.495336,-101.8720016,92911
432,5221 Harvard St,Lubbock,Texas,79416,33.609264,-101.9250031,173446
433,9102 Vicksburg Ave,Lubbock,Texas,79424,33.510677,-101.9150009,278005
434,5235 18th Place,Lubbock,Texas,79416,33.578188,-101.927002,400400
435,5708 87th Place,Lubbock,Texas,79424,33.514237,-101.9380035,150514
436,3319 30th St,Lubbock,Texas,79410,33.566755,-101.8880005,159528
437,9701 Gary Ave,Lubbock,Texas,79423,33.506292,-101.8799973,139380
438,6421 26th St,Lubbock,Texas,79407,33.570496,-101.9550018,109572
439,5231 96th St,Lubbock,Texas,79424,33.506725,-101.9260025,129444
440,5417 68th St,Lubbock,Texas,79424,33.53228,-101.9309998,169740
441,7608 84th St,Lubbock,Texas,79424,33.517926,-101.9869995,189520
442,5231 96th St,Lubbock,Texas,79424,33.506725,-101.9260025,129444
443,5917 90th St,Lubbock,Texas,79424,33.511559,-101.9440002,180228
444,9801 Kenosha Ave,Lubbock,Texas,79423,33.505049,-101.8929977,175770
445,101 N Vale Ave,Lubbock,Texas,79416,33.598636,-101.9179993,285882
446,3001 31st St,Lubbock,Texas,79410,33.566013,-101.8789978,98208
447,4010 88th Place,Lubbock,Texas,79423,33.512956,-101.9000015,359910
448,3706 104th St,Lubbock,Texas,79423,33.500402,-101.8960037,184140
449,6012 77th St,Lubbock,Texas,79424,33.524257,-101.9449997,240312
450,0 Main St,Lubbock,Texas,79401,33.584601,-101.8470001,180480
451,1203 Monticello Ave,Lubbock,Texas,79416,33.584404,-101.9599991,350526
452,5507 19th St,Lubbock,Texas,79407,33.57745,-101.9319992,548584
455,2619 25th St,Lubbock,Texas,79410,33.57137,-101.8740005,179075
457,5515 83rd St,Lubbock,Texas,79424,33.517846,-101.9329987,271605
459,2111 Main Street APT 1,Lubbock,Texas,79401,33.585323,-101.8619995,184320
460,1916 30th St,Lubbock,Texas,79411,33.567494,-101.8590012,238464
461,8908 Sherman Ave,Lubbock,Texas,79423,33.51371,-101.8580017,136032
462,2007 87th St,Lubbock,Texas,79423,33.5153,-101.8830032,148320
463,3913 75th Place,Lubbock,Texas,79423,33.525372,-101.901001,300288
464,8703 Salem Ave,Lubbock,Texas,79424,33.514338,-101.9100037,438624
465,6519 71st St,Lubbock,Texas,79424,33.522541,-101.927002,207264
466,2119 Main St,Lubbock,Texas,79401,33.585322,-101.8619995,174600
467,2520 23rd St,Lubbock,Texas,79410,33.573923,-101.8720016,104663
468,8412 Vicksburg Ave,Lubbock,Texas,79424,33.516048,-101.9150009,388776
469,4907 92nd St,Lubbock,Texas,79424,33.517587,-101.9649963,270824
470,4511 8th St,Lubbock,Texas,79416,33.588645,-101.9079971,293522
471,3817 66th St,Lubbock,Texas,79413,33.534091,-101.8990021,289060
473,5823 7th St,Lubbock,Texas,79416,33.589377,-101.9420013,113484
474,4310 94th St,Lubbock,Texas,79423,33.509552,-101.9049988,301448
475,10 Brentwood Cir,Lubbock,Texas,79407,33.579873,-101.9280014,388080
476,107 N Wayne Ave,Lubbock,Texas,79416,33.597545,-101.9189987,143276
477,7501 Quincy Ave,Lubbock,Texas,79424,33.526798,-101.9660034,350742
478,Vicksburg Ave# 23,Lubbock,Texas,79424,33.522541,-101.927002,225890
479,9102 Vicksburg Ave,Lubbock,Texas,79424,33.510677,-101.9150009,299390
480,5021 101st St,Lubbock,Texas,79424,33.502024,-101.9199982,220304
481,4903 102nd St,Lubbock,Texas,79424,33.501222,-101.9179993,265482
482,5848 6th St,Lubbock,Texas,79416,33.590876,-101.9430008,99891
483,3306 30th St,Lubbock,Texas,79410,33.567249,-101.8860016,189387
486,4415 88th St,Lubbock,Texas,79424,33.51305,-101.9069977,234200
488,Slide Rd# 10,Lubbock,Texas,79407,33.569595,-101.947998,154631
489,36 Brentwood Cir,Lubbock,Texas,79407,33.57868,-101.9280014,374508
491,3109 27th St,Lubbock,Texas,79410,33.569466,-101.8820038,224400
492,3428 59th St,Lubbock,Texas,79413,33.540925,-101.8909988,240516
493,4415 88th St,Lubbock,Texas,79424,33.51305,-101.9069977,238884
494,10906 Quinton Ave,Lubbock,Texas,79424,33.494827,-101.9069977,192270
495,2831 23rd St,Lubbock,Texas,79410,33.57338,-101.8789978,200232
496,4616 92nd St,Lubbock,Texas,79424,33.510476,-101.913002,357719
497,9115 York Place,Lubbock,Texas,79424,33.511118,-101.9209976,273362
500,3216 25th St,Lubbock,Texas,79410,33.571756,-101.8850021,299312
501,8215 Bourbon St,Lubbock,Texas,79424,33.518765,-101.9150009,200408
502,9102 Vicksburg Ave UNIT 18,Lubbock,Texas,79424,33.510677,-101.9150009,272480
503,408 Troy Ave,Lubbock,Texas,79416,33.591616,-101.9160004,384384
504,9405 Wayne Ave,Lubbock,Texas,79424,33.507401,-101.9179993,428064
505,5810 84th St,Lubbock,Texas,79424,33.517495,-101.9400024,319488
506,4719 109th St,Lubbock,Texas,79424,33.496857,-101.913002,246376
507,6305 78th St,Lubbock,Texas,79424,33.522541,-101.927002,305552
508,8604 Toledo Ave,Lubbock,Texas,79424,33.515524,-101.913002,365820
509,4816 96th St,Lubbock,Texas,79424,33.507091,-101.9160004,484995
510,4413 7th St,Lubbock,Texas,79416,33.589558,-101.9059982,324765
511,4603 18th St,Lubbock,Texas,79416,33.579079,-101.9110031,702240
512,6013 84th St,Lubbock,Texas,79424,33.517615,-101.9459991,298305
514,2508 20th St,Lubbock,Texas,79410,33.576645,-101.8710022,220586
515,3304 23rd St,Lubbock,Texas,79410,33.573953,-101.8860016,448592
516,9612 Uxbridge Ave,Lubbock,Texas,79424,33.505602,-101.9160004,324254
517,3203 County Road 7560,Lubbock,Texas,79423,33.5153,-101.8830032,270068
518,3120 22nd St,Lubbock,Texas,79410,33.574941,-101.8830032,349676
519,9810 Savannah Ave,Lubbock,Texas,79424,33.505041,-101.9110031,368615
520,5007 101st St,Lubbock,Texas,79424,33.502024,-101.9189987,232190
521,6101 75th Place,Lubbock,Texas,79424,33.525408,-101.9069977,275097
522,6207 78th St,Lubbock,Texas,79424,33.522277,-101.9520035,239466
524,4816 96th St,Lubbock,Texas,79424,33.507091,-101.9160004,498852
525,4616 92nd St,Lubbock,Texas,79424,33.510476,-101.913002,375084
526,2125 Glenna Goodacre Blvd,Lubbock,Texas,79401,33.588047,-101.8639984,333540
527,4807 95th St,Lubbock,Texas,79424,33.50764,-101.9160004,347270
528,4508 16th St,Lubbock,Texas,79416,33.582168,-101.9089966,511500
529,8712 Toledo Ave,Lubbock,Texas,79424,33.51374,-101.913002,234543
530,5050 21st St,Lubbock,Texas,79407,33.576049,-101.9219971,444000
531,6902 84th St,Lubbock,Texas,79424,33.517644,-101.9660034,366411
534,3213 33rd St,Lubbock,Texas,79410,33.564174,-101.8840027,139664
535,4612 96th St,Lubbock,Texas,79424,33.506795,-101.9120026,448560
536,4614 11th St,Lubbock,Texas,79416,33.586506,-101.913002,326592
537,6504 71st St,Lubbock,Texas,79424,33.522541,-101.927002,213024
538,4803 103rd St,Lubbock,Texas,79424,33.500345,-101.9150009,326480
539,5106 91st St,Lubbock,Texas,79424,33.511945,-101.9209976,294139
540,9111 Salem Dr,Lubbock,Texas,79424,33.510056,-101.9079971,723087
541,9801 Savannah Ave,Lubbock,Texas,79424,33.505009,-101.9110031,378437
542,2110 Main St,Lubbock,Texas,79401,33.585503,-101.8619995,155496
545,9312 Raleigh Ave,Lubbock,Texas,79424,33.508415,-101.9069977,694602
546,4504 8th St,Lubbock,Texas,79416,33.589108,-101.9069977,422598
547,4609 85th St,Lubbock,Texas,79424,33.516472,-101.9120026,432174
548,1 Main St,Lubbock,Texas,79401,33.585462,-101.8820038,145360
549,1803 N County Road 1660,Lubbock,Texas,79416,33.589644,-101.9339981,347760
550,1806 N County Road 1660,Lubbock,Texas,79416,33.585241,-101.9280014,425500
551,9615 Ithaca Ave,Lubbock,Texas,79423,33.5153,-101.8830032,239085
552,4614 101st St,Lubbock,Texas,79424,33.516632,-101.9769974,500365
553,2106 Main St,Lubbock,Texas,79401,33.585503,-101.8619995,146624
554,2104 Main St,Lubbock,Texas,79401,33.585503,-101.8619995,146624
555,2102 Main St,Lubbock,Texas,79401,33.585503,-101.8619995,146624
556,4509 17th St,Lubbock,Texas,79416,33.58033,-101.9089966,580580
557,2110 Main Street APT 5,Lubbock,Texas,79401,33.585503,-101.8619995,147888
558,2502 21st St,Lubbock,Texas,79410,33.575927,-101.8710022,264186
559,2720 29th St,Lubbock,Texas,79410,33.568513,-101.8769989,185094
561,3013 24th St,Lubbock,Texas,79410,33.572384,-101.8809967,499681
562,6323 77th St,Lubbock,Texas,79424,33.522541,-101.927002,329880
563,4920 92nd St,Lubbock,Texas,79424,33.510298,-101.9169998,426404
564,7401 78th St,Lubbock,Texas,79424,33.522614,-101.9800034,338672
566,9805 Topeka Ave,Lubbock,Texas,79424,33.504581,-101.913002,474288
567,2702 20th St,Lubbock,Texas,79410,33.576642,-101.875,316200
568,3110 23rd St,Lubbock,Texas,79410,33.574019,-101.8830032,677784
569,3309 22nd St,Lubbock,Texas,79410,33.574436,-101.8860016,244280
570,3003 23rd St,Lubbock,Texas,79410,33.57338,-101.8799973,400148
571,4813 103rd St,Lubbock,Texas,79424,33.500345,-101.9160004,529108
572,4618 101st St,Lubbock,Texas,79424,33.493886,-101.9150009,649782
573,4634 94th St,Lubbock,Texas,79424,33.508804,-101.913002,696192
574,7407 78th St,Lubbock,Texas,79424,33.522589,-101.9820023,339456
575,2115 Glenna Goodacre Blvd,Lubbock,Texas,79401,33.588047,-101.862999,400674
576,4004 125th Street,Lubbock,Texas,79423,33.5153,-101.8830032,364167
577,1 Tuscan Villa Cir,Lubbock,Texas,79423,33.50331,-101.8889999,300560
579,8817 County Road 6875,Lubbock,Texas,79407,33.569595,-101.947998,490504
580,4705 21st Street,Lubbock,Texas,79407,33.574469,-101.9150009,797867
582,4607 103rd Street,Lubbock,Texas,79424,33.500343,-101.9120026,445550
583,4617 101st Street,Lubbock,Texas,79424,33.502031,-101.913002,423495
584,4501 19th Street APT 6,Lubbock,Texas,79407,33.577624,-101.9079971,326672
585,6310 89th Street,Lubbock,Texas,79424,33.522541,-101.927002,406753
586,5006 91st Street,Lubbock,Texas,79424,33.511927,-101.9179993,893274
587,7303 Kewanee Ave,Lubbock,Texas,79424,33.522541,-101.927002,320117
588,4626 121st Street,Lubbock,Texas,79424,33.522541,-101.927002,296904
589,4906 93rd Street,Lubbock,Texas,79424,33.509267,-101.9169998,269451
590,4606 103rd Street,Lubbock,Texas,79424,33.500822,-101.9110031,559770
591,4012 109th Street,Lubbock,Texas,79423,33.496024,-101.9020004,597840
592,3226 64th Street,Lubbock,Texas,79413,33.536156,-101.8850021,328614
593,4610 87th Street,Lubbock,Texas,79424,33.515191,-101.9120026,598884
594,10706 Orlando Ave,Lubbock,Texas,79423,33.497234,-101.9020004,647802
595,4601 8th Street,Lubbock,Texas,79416,33.588837,-101.9100037,698065
596,4707 21st Street,Lubbock,Texas,79407,33.574467,-101.9160004,996534
597,4609 102nd Street,Lubbock,Texas,79424,33.501201,-101.9120026,680140
598,2809 19th Street,Lubbock,Texas,79410,33.577504,-101.8769989,795600
599,5235 20th Street,Lubbock,Texas,79407,33.576406,-101.9260025,673373
600,7604 Saratoga Ave,Lubbock,Texas,79424,33.524527,-101.9700012,760296
601,4509 102nd Street,Lubbock,Texas,79424,33.522541,-101.927002,659200
602,6809 Iola Ave,Lubbock,Texas,79424,33.53232,-101.947998,159712
603,8818 County Road 6860,Lubbock,Texas,79407,33.569595,-101.947998,1124442
604,3909 109th Street,Lubbock,Texas,79423,33.5153,-101.8830032,659483
605,3801 110th Street,Lubbock,Texas,79423,33.5153,-101.8830032,848347
606,3806 110th Street,Lubbock,Texas,79423,33.5153,-101.8830032,999296
607,4509 14th Street,Lubbock,Texas,79416,33.583711,-101.9089966,325632
609,3909 109th Street,Lubbock,Texas,79423,33.5153,-101.8830032,659483
610,3801 110th Street,Lubbock,Texas,79423,33.5153,-101.8830032,848347
611,3806 110th Street,Lubbock,Texas,79423,33.5153,-101.8830032,999296
612,4509 14th Street,Lubbock,Texas,79416,33.583711,-101.9089966,325632
